destination,passanger,weather,temperature,time,coupon,expiration,gender,maritalStatus,has_children,education,occupation,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,direction_same,Y,rich,middleclass,poor,age0,age21,age31,age41,age51,distance
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,Married partner,1,Graduate degree (Masters or Doctorate),Food Preparation & Serving Related,1,4,3,3,3,0,0,1,0,0,0,0,0,1,0,0
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,Married partner,1,Graduate degree (Masters or Doctorate),Food Preparation & Serving Related,1,4,3,3,3,0,1,1,0,0,0,0,0,1,0,0
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,Married partner,1,Graduate degree (Masters or Doctorate),Food Preparation & Serving Related,1,4,3,3,3,0,1,1,0,0,0,0,0,1,0,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,Married partner,1,Graduate degree (Masters or Doctorate),Food Preparation & Serving Related,1,4,3,3,3,1,1,1,0,0,0,0,0,1,0,0
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,Married partner,1,Graduate degree (Masters or Doctorate),Food Preparation & Serving Related,1,4,3,3,3,0,0,1,0,0,0,0,0,1,0,2
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,Married partner,1,Graduate degree (Masters or Doctorate),Food Preparation & Serving Related,1,4,3,3,3,0,1,1,0,0,0,0,0,1,0,1
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,Married partner,1,Graduate degree (Masters or Doctorate),Food Preparation & Serving Related,1,4,3,3,3,1,0,1,0,0,0,0,0,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,Married partner,1,Graduate degree (Masters or Doctorate),Food Preparation & Serving Related,1,4,3,3,3,1,0,1,0,0,0,0,0,1,0,0
Work,Alone,Rainy,55,7AM,Bar,1d,Female,Married partner,1,Graduate degree (Masters or Doctorate),Food Preparation & Serving Related,1,4,3,3,3,0,0,1,0,0,0,0,0,1,0,2
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,Married partner,1,Graduate degree (Masters or Doctorate),Food Preparation & Serving Related,1,4,3,3,3,1,1,1,0,0,0,0,0,1,0,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,0,1,0,1,0,0,0,1,0,0,1
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,0,0,0,1,0,0,0,1,0,0,1
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,0,0,0,1,0,0,0,1,0,0,1
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,0,1,0,1,0,0,0,1,0,0,1
No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,0,0,0,1,0,0,0,1,0,0,0
No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,0,1,0,1,0,0,0,1,0,0,0
No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,0,0,0,1,0,0,0,1,0,0,0
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,0,0,0,1,0,0,0,1,0,0,0
Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,0,1,0,1,0,0,0,1,0,0,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,1,1,0,1,0,0,0,1,0,0,0
Home,Alone,Rainy,55,6PM,Bar,1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,0,1,0,1,0,0,0,1,0,0,2
Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,0,0,0,1,0,0,0,1,0,0,2
Home,Partner,Sunny,55,10PM,Bar,1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,0,1,0,1,0,0,0,1,0,0,2
Home,Partner,Sunny,30,10PM,Restaurant(<20),1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,1,1,0,1,0,0,0,1,0,0,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,0,0,0,1,0,0,0,1,0,0,1
Home,Partner,Rainy,55,6PM,Coffee House,1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,1,1,0,1,0,0,0,1,0,0,0
Work,Alone,Sunny,30,7AM,Bar,1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,1,0,0,1,0,0,0,1,0,0,1
Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,0,0,0,1,0,0,0,1,0,0,1
Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,1,0,0,1,0,0,0,1,0,0,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,1,1,0,1,0,0,0,1,0,0,0
Work,Alone,Rainy,55,7AM,Bar,1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,0,0,0,1,0,0,0,1,0,0,2
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,1,2,1,2,1,1,0,0,1,0,0,0,1,0,0,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,0,1,0,1,0,0,0,1,0,0,0
No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,0,1,0,1,0,0,0,1,0,0,1
No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,0,1,0,1,0,0,0,1,0,0,1
No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,0,1,0,1,0,0,0,1,0,0,0
No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,0,1,0,1,0,0,0,1,0,0,0
No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,0,1,0,1,0,0,0,1,0,0,1
No Urgent Place,Alone,Rainy,55,2PM,Carry out & Take away,2h,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,0,1,0,1,0,0,0,1,0,0,0
No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,0,1,0,1,0,0,0,1,0,0,0
No Urgent Place,Alone,Snowy,30,10AM,Restaurant(<20),1d,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,0,1,0,1,0,0,0,1,0,0,1
Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,1,1,0,1,0,0,0,1,0,0,1
Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,0,1,0,1,0,0,0,1,0,0,0
Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,1,1,0,1,0,0,0,1,0,0,0
Home,Alone,Snowy,30,10PM,Coffee House,2h,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,0,1,0,1,0,0,0,1,0,0,1
Home,Alone,Snowy,30,10PM,Carry out & Take away,1d,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,0,1,0,1,0,0,0,1,0,0,2
Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,1,1,0,1,0,0,0,1,0,0,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,0,1,0,1,0,0,0,1,0,0,0
Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,1,1,0,1,0,0,0,1,0,0,0
Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,0,1,0,1,0,0,0,1,0,0,0
Work,Alone,Snowy,30,7AM,Coffee House,1d,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,1,1,0,1,0,0,0,1,0,0,0
Work,Alone,Snowy,30,7AM,Restaurant(<20),1d,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,0,1,0,1,0,0,0,1,0,0,1
Work,Alone,Snowy,30,7AM,Bar,1d,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,0,0,0,1,0,0,0,1,0,0,2
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,Single,0,High School Graduate,Healthcare Support,0,2,2,2,1,1,1,0,1,0,0,0,1,0,0,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,0,0,1,0,0,0,0,1,0,0,0
No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,0,0,1,0,0,0,0,1,0,0,1
No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,0,0,1,0,0,0,0,1,0,0,1
No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,0,0,1,0,0,0,0,1,0,0,0
No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,0,0,1,0,0,0,0,1,0,0,0
No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,0,0,1,0,0,0,0,1,0,0,1
No Urgent Place,Alone,Rainy,55,2PM,Carry out & Take away,2h,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,0,0,1,0,0,0,0,1,0,0,0
No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,0,0,1,0,0,0,0,1,0,0,0
No Urgent Place,Alone,Snowy,30,10AM,Restaurant(<20),1d,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,0,0,1,0,0,0,0,1,0,0,1
Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,1,0,1,0,0,0,0,1,0,0,1
Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,0,0,1,0,0,0,0,1,0,0,0
Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,1,0,1,0,0,0,0,1,0,0,0
Home,Alone,Snowy,30,10PM,Coffee House,2h,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,0,0,1,0,0,0,0,1,0,0,1
Home,Alone,Snowy,30,10PM,Carry out & Take away,1d,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,0,0,1,0,0,0,0,1,0,0,2
Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,1,0,1,0,0,0,0,1,0,0,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,0,0,1,0,0,0,0,1,0,0,0
Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,1,0,1,0,0,0,0,1,0,0,0
Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,0,0,1,0,0,0,0,1,0,0,0
Work,Alone,Snowy,30,7AM,Coffee House,1d,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,1,0,1,0,0,0,0,1,0,0,0
Work,Alone,Snowy,30,7AM,Restaurant(<20),1d,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,0,0,1,0,0,0,0,1,0,0,1
Work,Alone,Snowy,30,7AM,Bar,1d,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,0,0,1,0,0,0,0,1,0,0,2
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,Single,0,Graduate degree (Masters or Doctorate),Legal,4,3,3,3,3,1,0,1,0,0,0,0,1,0,0,0
No Urgent Place,Partner,Sunny,30,10AM,Restaurant(20-50),1d,Female,Married partner,0,Graduate degree (Masters or Doctorate),Student,0,3,1,3,1,0,0,1,0,0,0,1,0,0,0,0
No Urgent Place,Partner,Rainy,55,6PM,Bar,2h,Female,Married partner,0,Graduate degree (Masters or Doctorate),Student,0,3,1,3,1,0,0,1,0,0,0,1,0,0,0,1
No Urgent Place,Partner,Snowy,30,10AM,Restaurant(<20),1d,Female,Married partner,0,Graduate degree (Masters or Doctorate),Student,0,3,1,3,1,0,1,1,0,0,0,1,0,0,0,0
Home,Partner,Sunny,30,6PM,Restaurant(<20),1d,Female,Married partner,0,Graduate degree (Masters or Doctorate),Student,0,3,1,3,1,0,1,1,0,0,0,1,0,0,0,2
Home,Partner,Sunny,30,10PM,Restaurant(<20),2h,Female,Married partner,0,Graduate degree (Masters or Doctorate),Student,0,3,1,3,1,1,0,1,0,0,0,1,0,0,0,1
Home,Partner,Rainy,55,6PM,Carry out & Take away,1d,Female,Married partner,0,Graduate degree (Masters or Doctorate),Student,0,3,1,3,1,1,0,1,0,0,0,1,0,0,0,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,0,1,0,1,0,0,1,0,0,0,0
No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,0,1,0,1,0,0,1,0,0,0,1
No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,0,1,0,1,0,0,1,0,0,0,1
No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,0,1,0,1,0,0,1,0,0,0,0
No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,0,1,0,1,0,0,1,0,0,0,0
No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,0,1,0,1,0,0,1,0,0,0,1
No Urgent Place,Alone,Rainy,55,2PM,Carry out & Take away,2h,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,0,1,0,1,0,0,1,0,0,0,0
No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,0,1,0,1,0,0,1,0,0,0,0
No Urgent Place,Alone,Snowy,30,10AM,Restaurant(<20),1d,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,0,1,0,1,0,0,1,0,0,0,1
Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,1,1,0,1,0,0,1,0,0,0,1
Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,0,1,0,1,0,0,1,0,0,0,0
Home,Alone,Rainy,55,10PM,Coffee House,2h,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,1,1,0,1,0,0,1,0,0,0,0
Home,Alone,Snowy,30,10PM,Coffee House,2h,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,0,0,0,1,0,0,1,0,0,0,1
Home,Alone,Snowy,30,10PM,Carry out & Take away,1d,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,0,1,0,1,0,0,1,0,0,0,2
Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,1,1,0,1,0,0,1,0,0,0,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,0,0,0,1,0,0,1,0,0,0,0
Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,1,1,0,1,0,0,1,0,0,0,0
Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,0,1,0,1,0,0,1,0,0,0,0
Work,Alone,Snowy,30,7AM,Coffee House,1d,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,1,1,0,1,0,0,1,0,0,0,0
Work,Alone,Snowy,30,7AM,Restaurant(<20),1d,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,0,1,0,1,0,0,1,0,0,0,1
Work,Alone,Snowy,30,7AM,Bar,1d,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,0,1,0,1,0,0,1,0,0,0,2
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,Single,0,Some college - no degree,Sales & Related,2,4,3,2,1,1,0,0,1,0,0,1,0,0,0,0
No Urgent Place,Kid(s),Sunny,30,10PM,Restaurant(20-50),2h,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,0
No Urgent Place,Kid(s),Snowy,30,6PM,Bar,1d,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,0
No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,1
No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,1
No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,0
No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,0
No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,1
No Urgent Place,Alone,Rainy,55,2PM,Carry out & Take away,2h,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,0
No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,0
No Urgent Place,Alone,Snowy,30,10AM,Restaurant(<20),1d,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,1
No Urgent Place,Partner,Sunny,30,10AM,Restaurant(20-50),1d,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,0
No Urgent Place,Partner,Rainy,55,6PM,Bar,2h,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,1
No Urgent Place,Partner,Snowy,30,10AM,Restaurant(<20),1d,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,0
No Urgent Place,Kid(s),Sunny,55,6PM,Restaurant(<20),2h,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,1
Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),1d,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,1,1,1,0,0,0,0,0,1,0,1
Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),2h,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,0,1,0,0,0,0,0,1,0,1
Home,Partner,Sunny,30,10PM,Bar,2h,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,2
Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,1,1,1,0,0,0,0,0,1,0,1
Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,0
Home,Alone,Rainy,55,10PM,Coffee House,2h,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,1,1,1,0,0,0,0,0,1,0,0
Home,Alone,Snowy,30,10PM,Coffee House,2h,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,0,1,0,0,0,0,0,1,0,1
Home,Alone,Snowy,30,10PM,Carry out & Take away,1d,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,2
Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,1,1,1,0,0,0,0,0,1,0,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,0
Home,Partner,Sunny,30,6PM,Restaurant(<20),1d,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,2
Home,Partner,Sunny,30,10PM,Restaurant(<20),2h,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,1,1,1,0,0,0,0,0,1,0,1
Home,Partner,Rainy,55,6PM,Carry out & Take away,1d,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,1,1,1,0,0,0,0,0,1,0,0
Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,1,1,1,0,0,0,0,0,1,0,0
Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,1,1,0,0,0,0,0,1,0,0
Work,Alone,Snowy,30,7AM,Coffee House,1d,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,1,1,1,0,0,0,0,0,1,0,0
Work,Alone,Snowy,30,7AM,Restaurant(<20),1d,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,0,1,0,0,0,0,0,1,0,1
Work,Alone,Snowy,30,7AM,Bar,1d,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,0,0,1,0,0,0,0,0,1,0,2
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,Single,0,Bachelors degree,Business & Financial,2,3,2,3,3,1,1,1,0,0,0,0,0,1,0,0
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,Unmarried partner,0,High School Graduate,Student,0,3,2,3,1,0,1,0,0,1,1,0,0,0,0,0
No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Female,Unmarried partner,0,High School Graduate,Student,0,3,2,3,1,0,0,0,0,1,1,0,0,0,0,1
No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Female,Unmarried partner,0,High School Graduate,Student,0,3,2,3,1,0,0,0,0,1,1,0,0,0,0,1
No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,Unmarried partner,0,High School Graduate,Student,0,3,2,3,1,0,0,0,0,1,1,0,0,0,0,0
No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,Unmarried partner,0,High School Graduate,Student,0,3,2,3,1,0,1,0,0,1,1,0,0,0,0,0
No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Female,Unmarried partner,0,High School Graduate,Student,0,3,2,3,1,0,0,0,0,1,1,0,0,0,0,1
No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,Unmarried partner,0,High School Graduate,Student,0,3,2,3,1,0,1,0,0,1,1,0,0,0,0,0
No Urgent Place,Partner,Sunny,30,10AM,Restaurant(20-50),1d,Female,Unmarried partner,0,High School Graduate,Student,0,3,2,3,1,0,1,0,0,1,1,0,0,0,0,0
No Urgent Place,Partner,Rainy,55,6PM,Bar,2h,Female,Unmarried partner,0,High School Graduate,Student,0,3,2,3,1,0,0,0,0,1,1,0,0,0,0,1
No Urgent Place,Partner,Snowy,30,10AM,Restaurant(<20),1d,Female,Unmarried partner,0,High School Graduate,Student,0,3,2,3,1,0,1,0,0,1,1,0,0,0,0,0
Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,Unmarried partner,0,High School Graduate,Student,0,3,2,3,1,1,1,0,0,1,1,0,0,0,0,1
Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,Unmarried partner,0,High School Graduate,Student,0,3,2,3,1,0,1,0,0,1,1,0,0,0,0,0
Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,Unmarried partner,0,High School Graduate,Student,0,3,2,3,1,1,1,0,0,1,1,0,0,0,0,0
Home,Alone,Snowy,30,10PM,Coffee House,2h,Female,Unmarried partner,0,High School Graduate,Student,0,3,2,3,1,0,0,0,0,1,1,0,0,0,0,1
